
2010-21-10 12:59:07; ERROR   ; 
2010-21-10 01:10:53; ERROR   ; 
2010-21-10 01:11:02; ERROR   ; 
2010-21-10 01:11:33; ERROR   ; 
2010-21-10 01:17:20; ERROR   ; 
2010-21-10 01:23:22; ERROR   ; 
2010-21-10 01:26:00; ERROR   ; 
2010-21-10 01:26:03; ERROR   ; 
2010-21-10 01:27:39; ERROR   ; 
2010-21-10 01:32:43; ERROR   ; 
2010-21-10 01:33:04; ERROR   ; 
2010-21-10 01:33:11; ERROR   ; 
2010-21-10 01:33:35; ERROR   ; 
2010-21-10 01:33:48; ERROR   ; 
2010-21-10 01:33:57; ERROR   ; 
2010-21-10 01:34:05; ERROR   ; 
2010-21-10 01:34:10; ERROR   ; 
2010-21-10 01:34:20; ERROR   ; 
2010-21-10 01:36:01; ERROR   ; 
2010-21-10 01:36:30; ERROR   ; 
2010-21-10 01:36:39; ERROR   ; 
2010-21-10 01:38:45; ERROR   ; 
2010-21-10 01:38:57; ERROR   ; 
2010-21-10 01:39:32; ERROR   ; 
2010-21-10 01:39:50; ERROR   ; 
2010-21-10 01:46:57; ERROR   ; 
2010-21-10 01:47:01; ERROR   ; 
2010-21-10 01:47:07; ERROR   ; 
2010-21-10 01:47:10; ERROR   ; 
2010-21-10 01:48:41; ERROR   ; 
2010-21-10 01:48:42; ERROR   ; 
2010-21-10 01:48:49; ERROR   ; 
2010-21-10 01:50:25; ERROR   ; 
2010-21-10 01:50:25; ERROR   ; 
2010-21-10 01:50:28; ERROR   ; 
2010-21-10 01:51:09; ERROR   ; 
2010-21-10 01:51:10; ERROR   ; 
2010-21-10 01:51:11; ERROR   ; 
2010-21-10 01:51:21; ERROR   ; 
2010-21-10 01:52:22; ERROR   ; 
2010-21-10 01:53:23; ERROR   ; 
2010-21-10 01:53:24; ERROR   ; 
2010-21-10 01:53:25; ERROR   ; 
2010-21-10 01:53:30; ERROR   ; 
2010-21-10 01:53:34; ERROR   ; 
2010-21-10 01:53:35; ERROR   ; 
2010-21-10 01:54:36; ERROR   ; 
2010-21-10 01:54:55; ERROR   ; 
2010-21-10 01:54:56; ERROR   ; 
2010-21-10 01:54:57; ERROR   ; 
2010-21-10 01:54:58; ERROR   ; 
2010-21-10 01:55:14; ERROR   ; 
2010-21-10 01:56:15; ERROR   ; 
2010-21-10 02:01:19; ERROR   ; 
2010-21-10 02:03:53; ERROR   ; 
2010-21-10 02:03:59; ERROR   ; 
2010-21-10 02:04:03; ERROR   ; 
2010-21-10 02:04:17; ERROR   ; 
